	title	link	source	salary
111	Technical Writer	https://hh.ru/vacancy/50134348?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
112	Technical Support Engineer (L3)	https://hh.ru/vacancy/44299382?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
113	Специалист по тестированию / QA engineer (тестировщик)	https://hh.ru/vacancy/51083865?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 1200, 'max': None, 'currency': 'USD'}
114	Junior QA Engineer	https://hh.ru/vacancy/50726234?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
115	Junior Trainee Quality Assurance Specialist	https://hh.ru/vacancy/51650669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 300, 'max': 600, 'currency': 'USD'}
116	QA Automation Engineer (Java)	https://hh.ru/vacancy/50998164?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
117	Middle/Senior Backend QA Engineer	https://hh.ru/vacancy/47760147?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
118	QA Automation Engineer (Java)	https://hh.ru/vacancy/49975597?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
119	Junior Java Developer (лаборатория)	https://hh.ru/vacancy/51420788?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
120	Java developer (Big data)	https://hh.ru/vacancy/50905850?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
121	Front-End (React) Developer (Blockchain Startup)	https://hh.ru/vacancy/51059684?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
122	Product Manager	https://hh.ru/vacancy/50936577?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
123	Senior Android Developer	https://hh.ru/vacancy/50584216?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
124	Business Analyst / Project Manager	https://hh.ru/vacancy/51791503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
125	IT Project manager	https://hh.ru/vacancy/51201937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
126	Layout designer/ Technical Artist(Game Integrator)	https://hh.ru/vacancy/50489115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
127	Senior Project Manager	https://hh.ru/vacancy/51085362?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
128	Business Analyst	https://hh.ru/vacancy/51422947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
129	Solution Architect (web)	https://hh.ru/vacancy/50787128?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
130	IT recruiter	https://hh.ru/vacancy/51801456?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
131	Project Manager	https://hh.ru/vacancy/50792796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
132	.NET Developer (Opportunity 2)	https://hh.ru/vacancy/50922500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
133	Linux System Engineer/DevOps	https://hh.ru/vacancy/51352184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
134	Localization manager	https://hh.ru/vacancy/51254034?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
135	Бизнес-аналитик	https://hh.ru/vacancy/51255666?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
136	Middle/Senior IOS Developer	https://hh.ru/vacancy/47293464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
137	WPF C# разработчик	https://hh.ru/vacancy/51197555?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
138	Senior Golang Developer	https://hh.ru/vacancy/51028889?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
139	Senior python developer (Feedback team)	https://hh.ru/vacancy/51628774?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
140	.NET Developer (Middle+ / Senior)	https://hh.ru/vacancy/51605222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
141	.NET Developer (Middle+ / Senior)	https://hh.ru/vacancy/51626579?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
142	Аccountant	https://hh.ru/vacancy/51802192?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
143	Frontend Engineer (Angular)	https://hh.ru/vacancy/48252453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
144	Node.js Engineer	https://hh.ru/vacancy/51539013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
145	Senior/TL Java Developer	https://hh.ru/vacancy/51512971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
146	DevOps Engineer	https://hh.ru/vacancy/50641448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
147	Automation Test Engineer	https://hh.ru/vacancy/48653970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
148	Middle/Senior Business Analyst (Services)	https://hh.ru/vacancy/51492454?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
149	Blockchain consultant	https://hh.ru/vacancy/51483497?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
150	First Line Support Analyst	https://hh.ru/vacancy/49816675?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
151	Business Analyst	https://hh.ru/vacancy/49041983?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
152	Talent Acquisition Specialist	https://hh.ru/vacancy/50642615?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
153	Администратор учебного центра	https://hh.ru/vacancy/51481348?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
154	Technical Recruiter	https://hh.ru/vacancy/50340635?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
155	Senior Technical Recruiter	https://hh.ru/vacancy/50513542?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
156	Software Engineer, Traffic	https://hh.ru/vacancy/51437489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
157	Senior Software Engineer, Traffic	https://hh.ru/vacancy/51436961?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
158	Business analyst / Project coordinator	https://hh.ru/vacancy/51430796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
159	Software Architect	https://hh.ru/vacancy/51398092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
160	Business analyst BI Team	https://hh.ru/vacancy/51091581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
161	Junior QA Automation Engineer (Trainee / Students Lab)	https://hh.ru/vacancy/51051405?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
162	QA Automation Engineer (Python) - Disaster Management	https://hh.ru/vacancy/43193072?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 1500, 'max': 3000, 'currency': 'USD'}
163	Front-End Developer	https://hh.ru/vacancy/51085401?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
164	Senior Front-End Developer	https://hh.ru/vacancy/50474563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
165	SAP Scrum Master	https://hh.ru/vacancy/51059722?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
166	Business Analyst	https://hh.ru/vacancy/51040217?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
167	Middle Mobile Manual QA (Game Department)	https://hh.ru/vacancy/51011613?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
168	Automation QA engineer Web	https://hh.ru/vacancy/51005135?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
169	DevOps Engineer (Azure)	https://hh.ru/vacancy/51033852?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
170	Senior JavaScript Developer	https://hh.ru/vacancy/51035455?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
171	IT recruiter	https://hh.ru/vacancy/51219340?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
172	Recruiter (IT &Business)	https://hh.ru/vacancy/51000346?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
173	Lead Compliance Assurance Engineer	https://hh.ru/vacancy/50974107?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
174	Project Manager	https://hh.ru/vacancy/50999278?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
175	Process Engineer (Analyst)	https://hh.ru/vacancy/50973787?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
176	Техник-тестировщик	https://hh.ru/vacancy/50951869?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
177	Business Analyst	https://hh.ru/vacancy/50995570?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
178	UX/UI Designer	https://hh.ru/vacancy/51005319?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
179	Head of Ads Monetization	https://hh.ru/vacancy/50998312?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
180	.Net Developer (middle)	https://hh.ru/vacancy/48705572?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
181	Маркетолог (лидогенерация)	https://hh.ru/vacancy/50830948?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
182	Лидогенератор-маркетолог	https://hh.ru/vacancy/50830944?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
183	LinkBuilder / Линкбилдер	https://hh.ru/vacancy/49424354?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 800, 'max': 1500, 'currency': 'USD'}
184	Researcher	https://hh.ru/vacancy/50808507?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
185	Middle/Senior Mobile Developer (Flutter)	https://hh.ru/vacancy/50814119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
186	Java Backend Developer	https://hh.ru/vacancy/50363378?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
187	Senior Python Developer	https://hh.ru/vacancy/48881114?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
188	Senior React Native Developer	https://hh.ru/vacancy/45595375?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
189	Project Manager (Game Development)	https://hh.ru/vacancy/50802364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
190	Front-end Developer (React)	https://hh.ru/vacancy/50811903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
191	Junior .NET Software Engineer	https://hh.ru/vacancy/50801614?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
192	Delivery Manager	https://hh.ru/vacancy/50801484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
193	Talent Acquisition Specialist	https://hh.ru/vacancy/50801875?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
194	Преподаватель по QA	https://hh.ru/vacancy/50793996?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 600, 'max': 1200, 'currency': 'руб.'}
195	Node.js Full Stack Developer	https://hh.ru/vacancy/50805726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
196	Senior Front-end Developer (React)	https://hh.ru/vacancy/48604290?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
197	Solution Developer / Software Engineer (Services)	https://hh.ru/vacancy/41710672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
198	Solidity developer	https://hh.ru/vacancy/50791343?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
199	Data Engineer (Java)	https://hh.ru/vacancy/47685119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
200	Unity developer (Infrastructure)	https://hh.ru/vacancy/50731167?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
201	Angular developer	https://hh.ru/vacancy/50815375?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 500, 'max': 2000, 'currency': 'USD'}
202	IOS developer	https://hh.ru/vacancy/50636578?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
203	Android Developer	https://hh.ru/vacancy/50636515?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
204	Test Automation manager	https://hh.ru/vacancy/50222085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
205	Mid/Senior Android Kotlin engineer for project	https://hh.ru/vacancy/51674503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 2400, 'max': 3500, 'currency': 'USD'}
206	Frontend Engineer	https://hh.ru/vacancy/48317915?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
207	IT Рекрутер / Ресечер	https://hh.ru/vacancy/51807073?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
208	Javascript Full-stack developer	https://hh.ru/vacancy/51478747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
209	Unity developer (Hypercasual)	https://hh.ru/vacancy/50555792?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
210	Technical writer	https://hh.ru/vacancy/51207727?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
211	Support manager	https://hh.ru/vacancy/51181502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
212	Cтажёр-разработчик автоматизированных тестов	https://hh.ru/vacancy/51149727?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
213	Account/support manager с английским	https://hh.ru/vacancy/50951479?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': 4000, 'currency': 'руб.'}
214	Customer Education Specialist	https://hh.ru/vacancy/50939174?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
215	Blockchain consultant (Analyst/Researcher)	https://hh.ru/vacancy/50922723?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
216	Lead Generation Specialist	https://hh.ru/vacancy/50943230?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
217	Business Analyst	https://hh.ru/vacancy/50801528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
218	React Native Developer	https://hh.ru/vacancy/50804034?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': None, 'max': None, 'currency': None}
219	Менеджер отдела продаж IT продукта	https://hh.ru/vacancy/50802594?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=QA	https://hh.ru	{'min': 900, 'max': None, 'currency': 'руб.'}
